 value | value | time   
 26.61 | 27.62 | 2018-09-13 16 27 33.435313
 26.61 | 27.63 | 2018-09-13 16 28 33.480132
 26.67 | 27.62 | 2018-09-13 16 29 33.534195
 26.61 | 27.62 | 2018-09-13 16 30 33.590431
 26.6 | 27.62 | 2018-09-13 16 31 33.634025
 26.63 | 27.6 | 2018-09-13 16 32 33.679156
 26.62 | 27.63 | 2018-09-13 16 33 33.732278
 26.61 | 27.62 | 2018-09-13 16 34 33.773695
 26.61 | 27.61 | 2018-09-13 16 35 33.828467
 26.62 | 27.63 | 2018-09-13 16 36 33.881335
 26.59 | 27.6 | 2018-09-13 16 37 33.928746
 26.61 | 27.62 | 2018-09-13 16 38 33.989699
 26.58 | 27.61 | 2018-09-13 16 39 34.036709
 26.61 | 27.6 | 2018-09-13 16 40 34.082364
 26.59 | 27.6 | 2018-09-13 16 41 34.141315
 26.59 | 27.62 | 2018-09-13 16 42 34.189198
 26.57 | 27.62 | 2018-09-13 16 43 34.240193
 26.56 | 27.61 | 2018-09-13 16 44 34.29362
 26.57 | 27.59 | 2018-09-13 16 45 34.340789
 26.57 | 27.59 | 2018-09-13 16 46 34.389926
 26.55 | 27.61 | 2018-09-13 16 47 34.445285
 26.61 | 27.58 | 2018-09-13 16 48 34.492985
 26.61 | 27.62 | 2018-09-13 16 49 34.542345
 26.6 | 27.62 | 2018-09-13 16 50 34.595142
 26.68 | 27.63 | 2018-09-13 16 51 34.644917
 26.66 | 27.61 | 2018-09-13 16 52 34.697833
 26.6 | 27.6 | 2018-09-13 16 53 34.749929
 26.63 | 27.62 | 2018-09-13 16 54 34.804976
 26.65 | 27.62 | 2018-09-13 16 55 34.850764
 26.64 | 27.6 | 2018-09-13 16 56 34.900061
 26.7 | 27.62 | 2018-09-13 16 57 34.954468
 26.66 | 27.64 | 2018-09-13 16 58 35.010221
 26.68 | 27.66 | 2018-09-13 16 59 35.066778
 26.72 | 27.64 | 2018-09-13 17 0 35.116452
 26.68 | 27.66 | 2018-09-13 17 1 35.173442
 26.76 | 27.67 | 2018-09-13 17 2 35.231624
 26.81 | 27.67 | 2018-09-13 17 3 35.281963
 26.78 | 27.66 | 2018-09-13 17 4 35.331611
 26.81 | 27.67 | 2018-09-13 17 5 35.383206
 26.81 | 27.66 | 2018-09-13 17 6 35.435406
 26.73 | 27.67 | 2018-09-13 17 7 35.516659
 26.74 | 27.66 | 2018-09-13 17 8 30.245914
 26.75 | 27.66 | 2018-09-13 17 9 30.30538
 26.76 | 27.66 | 2018-09-13 17 9 49.122015
 26.74 | 27.66 | 2018-09-13 17 10 49.17864
 26.76 | 27.64 | 2018-09-13 17 11 49.246104
 26.71 | 27.63 | 2018-09-13 17 12 49.303163
 26.69 | 27.64 | 2018-09-13 17 13 49.323417
 26.7 | 27.65 | 2018-09-13 17 14 21.718721
 26.73 | 27.67 | 2018-09-13 17 15 21.777721
 26.69 | 27.67 | 2018-09-13 17 16 21.827134
 26.7 | 27.64 | 2018-09-13 17 17 21.886461
 26.65 | 27.66 | 2018-09-13 17 18 21.940855
 26.71 | 27.65 | 2018-09-13 17 19 21.988075
 26.7 | 27.67 | 2018-09-13 17 20 22.047619
 26.66 | 27.65 | 2018-09-13 17 21 22.099502
 26.67 | 27.66 | 2018-09-13 17 21 26.52885
 26.67 | 27.66 | 2018-09-13 17 22 26.591137
 26.67 | 27.64 | 2018-09-13 17 23 26.658462
 26.66 | 27.67 | 2018-09-13 17 24 26.715093
 26.64 | 27.64 | 2018-09-13 17 25 26.766085
 26.64 | 27.65 | 2018-09-13 17 26 26.824734
 26.63 | 27.64 | 2018-09-13 17 27 26.885029
 26.64 | 27.66 | 2018-09-13 17 28 26.948935
 26.69 | 27.65 | 2018-09-13 17 29 27.020696
 26.62 | 27.64 | 2018-09-13 17 30 27.074635
 26.66 | 27.65 | 2018-09-13 17 31 27.130121
 26.65 | 27.65 | 2018-09-13 17 32 27.198715
 26.63 | 27.65 | 2018-09-13 17 33 27.25896
 26.66 | 27.64 | 2018-09-13 17 34 27.317026
 26.62 | 27.63 | 2018-09-13 17 35 27.384416
 26.63 | 27.63 | 2018-09-13 17 36 27.431865
 26.62 | 27.65 | 2018-09-13 17 37 27.488883
 26.63 | 27.62 | 2018-09-13 17 38 27.556291
 26.62 | 27.63 | 2018-09-13 17 39 27.618899
 26.62 | 27.64 | 2018-09-13 17 40 27.668761
 26.61 | 27.65 | 2018-09-13 17 41 27.734365
 26.65 | 27.66 | 2018-09-13 17 42 27.794726
 26.64 | 27.64 | 2018-09-13 17 43 27.858589
 26.62 | 27.61 | 2018-09-13 17 44 27.930506
 26.61 | 27.64 | 2018-09-13 17 45 27.989716
 26.56 | 27.62 | 2018-09-13 17 46 28.036289
 26.62 | 27.62 | 2018-09-13 17 47 28.110225
 26.59 | 27.64 | 2018-09-13 17 48 28.1693
 26.62 | 27.63 | 2018-09-13 17 49 28.226479
 26.61 | 27.63 | 2018-09-13 17 50 28.288296
 26.57 | 27.63 | 2018-09-13 17 51 28.346184
 26.58 | 27.62 | 2018-09-13 17 52 28.405633
 26.63 | 27.62 | 2018-09-13 17 53 28.483049
 26.61 | 27.61 | 2018-09-13 17 54 28.544573
 26.64 | 27.61 | 2018-09-13 17 55 28.598328
 26.58 | 27.6 | 2018-09-13 17 56 28.652939
 26.63 | 27.61 | 2018-09-13 17 57 28.707659
 26.62 | 27.62 | 2018-09-13 17 58 28.758371
 26.64 | 27.61 | 2018-09-13 17 59 28.83155
 26.61 | 27.6 | 2018-09-13 18 0 28.893158
 26.59 | 27.62 | 2018-09-13 18 1 28.951606
 26.59 | 27.62 | 2018-09-13 18 2 29.021257
 26.59 | 27.61 | 2018-09-13 18 3 29.075327
 26.56 | 27.62 | 2018-09-13 18 4 29.137502
 26.59 | 27.61 | 2018-09-13 18 5 29.194502
 26.54 | 27.61 | 2018-09-13 18 6 29.250567
 26.6 | 27.62 | 2018-09-13 18 7 29.313226
 26.6 | 27.62 | 2018-09-13 18 8 29.382687
 26.58 | 27.6 | 2018-09-13 18 9 29.441276
 26.53 | 27.61 | 2018-09-13 18 10 29.490715
 26.55 | 27.61 | 2018-09-13 18 11 29.555416
 26.56 | 27.62 | 2018-09-13 18 12 29.616222
 26.57 | 27.61 | 2018-09-13 18 13 29.668104
 26.56 | 27.59 | 2018-09-13 18 14 29.728912
 26.55 | 27.58 | 2018-09-13 18 15 29.788294
 26.57 | 27.6 | 2018-09-13 18 16 29.835224
 26.53 | 27.58 | 2018-09-13 18 17 29.903853
 26.59 | 27.59 | 2018-09-13 18 18 29.964716
 26.53 | 27.58 | 2018-09-13 18 19 30.017283
 26.54 | 27.6 | 2018-09-13 18 20 30.07717
 26.53 | 27.57 | 2018-09-13 18 21 30.138923
 26.57 | 27.6 | 2018-09-13 18 22 30.199899
 26.58 | 27.58 | 2018-09-13 18 23 30.273994
 26.59 | 27.6 | 2018-09-13 18 24 30.330241
 26.58 | 27.6 | 2018-09-13 18 25 30.383486
 26.54 | 27.6 | 2018-09-13 18 26 30.443757
 26.54 | 27.61 | 2018-09-13 18 27 30.5036
 26.55 | 27.6 | 2018-09-13 18 28 30.563648
 26.55 | 27.59 | 2018-09-13 18 29 30.635085
 26.56 | 27.59 | 2018-09-13 18 30 30.69273
 26.6 | 27.57 | 2018-09-13 18 31 30.751678
 26.52 | 27.58 | 2018-09-13 18 32 30.81954
 26.51 | 27.6 | 2018-09-13 18 33 30.885835
 26.5 | 27.58 | 2018-09-13 18 34 30.949045
 26.54 | 27.57 | 2018-09-13 18 35 31.016211
 26.59 | 27.57 | 2018-09-13 18 36 31.075404
 26.61 | 27.58 | 2018-09-13 18 37 31.133939
 26.59 | 27.55 | 2018-09-13 18 38 31.199963
 26.52 | 27.56 | 2018-09-13 18 39 31.262423
 26.55 | 27.55 | 2018-09-13 18 40 31.320518
 26.58 | 27.58 | 2018-09-13 18 41 31.378335
 26.55 | 27.57 | 2018-09-13 18 42 31.440648
 26.58 | 27.56 | 2018-09-13 18 43 31.497382
 26.55 | 27.58 | 2018-09-13 18 44 31.564662
 26.58 | 27.59 | 2018-09-13 18 45 31.625763
 26.55 | 27.58 | 2018-09-13 18 46 31.684504
 26.53 | 27.56 | 2018-09-13 18 47 31.748502
 26.53 | 27.55 | 2018-09-13 18 48 31.810963
 26.53 | 27.57 | 2018-09-13 18 49 31.862813
 26.54 | 27.55 | 2018-09-13 18 50 31.92475
 26.52 | 27.53 | 2018-09-13 18 51 31.978075
 26.5 | 27.55 | 2018-09-13 18 52 32.035355
 26.53 | 27.56 | 2018-09-13 18 53 32.1066
 26.52 | 27.55 | 2018-09-13 18 54 32.171427
 26.56 | 27.56 | 2018-09-13 18 55 32.221218
 26.53 | 27.56 | 2018-09-13 18 56 32.286287
 26.56 | 27.55 | 2018-09-13 18 57 32.349833
 26.5 | 27.56 | 2018-09-13 18 58 32.403242
 26.5 | 27.57 | 2018-09-13 18 59 32.475128
 26.51 | 27.56 | 2018-09-13 19 0 32.535866
 26.54 | 27.55 | 2018-09-13 19 1 32.600161
 26.55 | 27.56 | 2018-09-13 19 2 32.667545
 26.57 | 27.56 | 2018-09-13 19 3 32.723068
 26.53 | 27.55 | 2018-09-13 19 4 32.784471
 26.56 | 27.54 | 2018-09-13 19 5 32.853502
 26.54 | 27.55 | 2018-09-13 19 6 32.907055
 26.59 | 27.5 | 2018-09-13 19 7 32.971926
 26.52 | 27.51 | 2018-09-13 19 8 33.042632
 26.53 | 27.53 | 2018-09-13 19 9 33.100562
 26.53 | 27.54 | 2018-09-13 19 10 33.160389
 26.53 | 27.53 | 2018-09-13 19 11 33.219013
 26.52 | 27.55 | 2018-09-13 19 12 33.282724
 26.56 | 27.54 | 2018-09-13 19 13 33.337926
 26.52 | 27.53 | 2018-09-13 19 14 33.405561
 26.53 | 27.54 | 2018-09-13 19 15 33.464627
 26.51 | 27.53 | 2018-09-13 19 16 33.52304
 26.55 | 27.53 | 2018-09-13 19 17 33.59207
 26.55 | 27.53 | 2018-09-13 19 18 33.647956
 26.53 | 27.54 | 2018-09-13 19 19 33.711745
 26.52 | 27.54 | 2018-09-13 19 20 33.773401
 26.51 | 27.54 | 2018-09-13 19 21 33.825469
 26.56 | 27.55 | 2018-09-13 19 22 33.887157
 26.52 | 27.55 | 2018-09-13 19 23 33.962842
 26.5 | 27.54 | 2018-09-13 19 24 34.023757
 26.52 | 27.53 | 2018-09-13 19 25 34.074821
 26.49 | 27.55 | 2018-09-13 19 26 34.139685
 26.51 | 27.54 | 2018-09-13 19 27 34.201553
 26.5 | 27.53 | 2018-09-13 19 28 34.260236
 26.48 | 27.5 | 2018-09-13 19 29 34.335978
 26.55 | 27.51 | 2018-09-13 19 30 34.397347
 26.51 | 27.51 | 2018-09-13 19 31 34.458653
 26.54 | 27.52 | 2018-09-13 19 32 34.527043
 26.49 | 27.51 | 2018-09-13 19 33 34.58705
 26.55 | 27.51 | 2018-09-13 19 34 34.640842
 26.53 | 27.52 | 2018-09-13 19 35 34.697686
 26.56 | 27.51 | 2018-09-13 19 36 34.75699
 26.52 | 27.52 | 2018-09-13 19 37 34.804048
 26.49 | 27.52 | 2018-09-13 19 38 34.870483
 26.53 | 27.51 | 2018-09-13 19 39 34.929798
 26.51 | 27.54 | 2018-09-13 19 40 34.981072
 26.5 | 27.52 | 2018-09-13 19 41 35.0477
 26.5 | 27.51 | 2018-09-13 19 42 35.104833
 26.55 | 27.51 | 2018-09-13 19 43 35.164521
 26.49 | 27.51 | 2018-09-13 19 44 35.23114
 26.49 | 27.51 | 2018-09-13 19 45 35.27832
 26.54 | 27.49 | 2018-09-13 19 46 35.338256
 26.52 | 27.51 | 2018-09-13 19 47 35.404183
 26.53 | 27.54 | 2018-09-13 19 48 35.463273
 26.52 | 27.51 | 2018-09-13 19 49 35.521055
 26.55 | 27.49 | 2018-09-13 19 50 35.589325
 26.51 | 27.51 | 2018-09-13 19 51 35.64549
 26.53 | 27.51 | 2018-09-13 19 52 35.696321
 26.56 | 27.52 | 2018-09-13 19 53 35.759986
 26.55 | 27.51 | 2018-09-13 19 54 35.822022
 26.54 | 27.5 | 2018-09-13 19 55 35.875255
 26.52 | 27.5 | 2018-09-13 19 56 35.938539
 26.5 | 27.5 | 2018-09-13 19 57 36.005238
 26.51 | 27.51 | 2018-09-13 19 58 36.057408
 26.49 | 27.51 | 2018-09-13 19 59 36.117393
 26.51 | 27.51 | 2018-09-13 20 0 36.173881
 26.53 | 27.49 | 2018-09-13 20 1 36.230602
 26.53 | 27.5 | 2018-09-13 20 2 36.299896
 26.5 | 27.48 | 2018-09-13 20 3 36.368772
 26.51 | 27.48 | 2018-09-13 20 4 36.423148
 26.47 | 27.51 | 2018-09-13 20 5 36.484664
 26.52 | 27.51 | 2018-09-13 20 6 36.539508
 26.51 | 27.5 | 2018-09-13 20 7 36.601456
 26.5 | 27.51 | 2018-09-13 20 8 36.671857
 26.54 | 27.48 | 2018-09-13 20 9 36.726194
 26.54 | 27.49 | 2018-09-13 20 10 36.777651
 26.56 | 27.49 | 2018-09-13 20 11 36.839133
 26.54 | 27.5 | 2018-09-13 20 12 36.894847
 26.52 | 27.48 | 2018-09-13 20 13 36.966616
 26.51 | 27.49 | 2018-09-13 20 14 37.03839
 26.5 | 27.51 | 2018-09-13 20 15 37.090191
 26.51 | 27.5 | 2018-09-13 20 16 37.152742
 26.54 | 27.5 | 2018-09-13 20 17 37.221278
 26.53 | 27.49 | 2018-09-13 20 18 37.286328
 26.51 | 27.49 | 2018-09-13 20 19 37.340367
 26.51 | 27.48 | 2018-09-13 20 20 37.41291
 26.5 | 27.49 | 2018-09-13 20 21 37.466811
 26.51 | 27.49 | 2018-09-13 20 22 37.530336
 26.55 | 27.51 | 2018-09-13 20 23 37.614217
 26.53 | 27.5 | 2018-09-13 20 24 37.673578
 26.55 | 27.49 | 2018-09-13 20 25 37.73644
 26.53 | 27.49 | 2018-09-13 20 26 37.800704
 26.55 | 27.49 | 2018-09-13 20 27 37.862974
 26.54 | 27.49 | 2018-09-13 20 28 37.92593
 26.54 | 27.47 | 2018-09-13 20 29 37.990643
 26.46 | 27.47 | 2018-09-13 20 30 38.05192
 26.5 | 27.49 | 2018-09-13 20 31 38.111015
 26.54 | 27.49 | 2018-09-13 20 32 38.181997
 26.51 | 27.5 | 2018-09-13 20 33 38.243119
 26.52 | 27.48 | 2018-09-13 20 34 38.313387
 26.5 | 27.49 | 2018-09-13 20 35 38.383408
 26.54 | 27.48 | 2018-09-13 20 36 38.436341
 26.53 | 27.49 | 2018-09-13 20 37 38.496816
 26.55 | 27.48 | 2018-09-13 20 38 38.575728
 26.54 | 27.49 | 2018-09-13 20 39 38.644074
 26.52 | 27.48 | 2018-09-13 20 40 38.705538
 26.56 | 27.48 | 2018-09-13 20 41 38.773152
 26.57 | 27.46 | 2018-09-13 20 42 38.831921
 26.53 | 27.49 | 2018-09-13 20 43 38.897728
 26.53 | 27.46 | 2018-09-13 20 44 38.96875
 26.52 | 27.48 | 2018-09-13 20 45 39.029115
 26.55 | 27.5 | 2018-09-13 20 46 39.091937
 26.52 | 27.49 | 2018-09-13 20 47 39.169333
 26.54 | 27.49 | 2018-09-13 20 48 39.231528
 26.56 | 27.5 | 2018-09-13 20 49 39.291337
 26.56 | 27.48 | 2018-09-13 20 50 39.355423
 26.51 | 27.5 | 2018-09-13 20 51 39.410542
 26.58 | 27.5 | 2018-09-13 20 52 39.476518
 26.6 | 27.48 | 2018-09-13 20 53 39.545046
 26.57 | 27.49 | 2018-09-13 20 54 39.599962
 26.57 | 27.47 | 2018-09-13 20 55 39.651158
 26.54 | 27.5 | 2018-09-13 20 56 39.71573
 26.58 | 27.49 | 2018-09-13 20 57 39.776884
 26.55 | 27.5 | 2018-09-13 20 58 39.839298
 26.52 | 27.47 | 2018-09-13 20 59 39.908339
 26.57 | 27.49 | 2018-09-13 21 0 39.970195
 26.58 | 27.49 | 2018-09-13 21 1 40.023459
 26.59 | 27.49 | 2018-09-13 21 2 40.095509
 26.52 | 27.5 | 2018-09-13 21 3 40.156027
 26.58 | 27.48 | 2018-09-13 21 4 40.216731
 26.55 | 27.49 | 2018-09-13 21 5 40.27985
 26.57 | 27.49 | 2018-09-13 21 6 40.340522
 26.56 | 27.48 | 2018-09-13 21 7 40.407225
 26.55 | 27.48 | 2018-09-13 21 8 40.470696
 26.58 | 27.49 | 2018-09-13 21 9 40.530779
 26.56 | 27.48 | 2018-09-13 21 10 40.592791
 26.6 | 27.5 | 2018-09-13 21 11 40.664419
 26.56 | 27.49 | 2018-09-13 21 12 40.720032
 26.56 | 27.47 | 2018-09-13 21 13 40.779788
 26.56 | 27.49 | 2018-09-13 21 14 40.848509
 26.55 | 27.49 | 2018-09-13 21 15 40.906694
 26.57 | 27.49 | 2018-09-13 21 16 40.962961
 26.54 | 27.49 | 2018-09-13 21 17 41.034299
 26.6 | 27.48 | 2018-09-13 21 18 41.087433
 26.61 | 27.49 | 2018-09-13 21 19 41.13552
 26.59 | 27.49 | 2018-09-13 21 20 41.203628
 26.56 | 27.5 | 2018-09-13 21 21 41.248358
 26.58 | 27.49 | 2018-09-13 21 22 41.310128
 26.6 | 27.49 | 2018-09-13 21 23 41.383299
 26.63 | 27.51 | 2018-09-13 21 24 41.442874
 26.58 | 27.5 | 2018-09-13 21 25 41.507513
 26.61 | 27.51 | 2018-09-13 21 26 41.564706
 26.61 | 27.5 | 2018-09-13 21 27 41.622022
 26.58 | 27.5 | 2018-09-13 21 28 41.687871
 26.61 | 27.51 | 2018-09-13 21 29 41.76081
 26.62 | 27.5 | 2018-09-13 21 30 41.82207
 26.61 | 27.49 | 2018-09-13 21 31 41.888525
 26.57 | 27.49 | 2018-09-13 21 32 41.955098
 26.57 | 27.52 | 2018-09-13 21 33 42.013884
 26.61 | 27.5 | 2018-09-13 21 34 42.074825
 26.64 | 27.5 | 2018-09-13 21 35 42.149293
 26.61 | 27.48 | 2018-09-13 21 36 42.202381
 26.61 | 27.5 | 2018-09-13 21 37 42.260725
 26.58 | 27.52 | 2018-09-13 21 38 42.329179
 26.58 | 27.51 | 2018-09-13 21 39 42.387605
 26.58 | 27.5 | 2018-09-13 21 40 42.445354
 26.61 | 27.52 | 2018-09-13 21 41 42.507536
 26.6 | 27.5 | 2018-09-13 21 42 42.563626
 26.6 | 27.51 | 2018-09-13 21 43 42.624864
 26.57 | 27.52 | 2018-09-13 21 44 42.693458
 26.61 | 27.52 | 2018-09-13 21 45 42.748638
 26.58 | 27.52 | 2018-09-13 21 46 42.809969
 26.65 | 27.51 | 2018-09-13 21 47 42.881519
 26.62 | 27.52 | 2018-09-13 21 48 42.938533
 26.66 | 27.54 | 2018-09-13 21 49 42.997964
 26.6 | 27.52 | 2018-09-13 21 50 43.05426
 26.65 | 27.53 | 2018-09-13 21 51 43.104709
 26.62 | 27.51 | 2018-09-13 21 52 43.170944
 26.64 | 27.51 | 2018-09-13 21 53 43.246748
 26.64 | 27.51 | 2018-09-13 21 54 43.302538
 26.66 | 27.52 | 2018-09-13 21 55 43.360798
 26.67 | 27.54 | 2018-09-13 21 56 43.42985
 26.67 | 27.53 | 2018-09-13 21 57 43.48245
 26.67 | 27.54 | 2018-09-13 21 58 43.548326
 26.63 | 27.52 | 2018-09-13 21 59 43.610657
 26.67 | 27.55 | 2018-09-13 22 0 43.668208
 26.71 | 27.54 | 2018-09-13 22 1 43.730335
 26.69 | 27.53 | 2018-09-13 22 2 43.807322
 26.66 | 27.52 | 2018-09-13 22 3 43.866123
 26.68 | 27.53 | 2018-09-13 22 4 43.932736
 26.66 | 27.54 | 2018-09-13 22 5 43.983295
 26.7 | 27.54 | 2018-09-13 22 6 44.040675
 26.7 | 27.54 | 2018-09-13 22 7 44.110901
 26.7 | 27.52 | 2018-09-13 22 8 44.181615
 26.7 | 27.54 | 2018-09-13 22 9 44.233422
 26.7 | 27.53 | 2018-09-13 22 10 44.284515
 26.72 | 27.54 | 2018-09-13 22 11 44.350725
 26.72 | 27.56 | 2018-09-13 22 12 44.410588
 26.7 | 27.55 | 2018-09-13 22 13 44.477622
 26.72 | 27.55 | 2018-09-13 22 14 44.544954
 26.72 | 27.53 | 2018-09-13 22 15 44.5972
 26.63 | 27.53 | 2018-09-13 22 16 44.661328
 26.66 | 27.54 | 2018-09-13 22 17 44.734651
 26.68 | 27.54 | 2018-09-13 22 18 44.793882
 26.7 | 27.53 | 2018-09-13 22 19 44.858271
 26.7 | 27.56 | 2018-09-13 22 20 44.921408
 26.71 | 27.55 | 2018-09-13 22 21 44.972084
 26.72 | 27.55 | 2018-09-13 22 22 45.027714
 26.7 | 27.56 | 2018-09-13 22 23 45.094998
 26.74 | 27.55 | 2018-09-13 22 24 45.152224
 26.74 | 27.57 | 2018-09-13 22 25 45.2151
 26.7 | 27.58 | 2018-09-13 22 26 45.288003
 26.74 | 27.56 | 2018-09-13 22 27 45.350655
 26.75 | 27.58 | 2018-09-13 22 28 45.413695
 26.73 | 27.55 | 2018-09-13 22 29 45.484747
 26.73 | 27.56 | 2018-09-13 22 30 45.53945
 26.71 | 27.58 | 2018-09-13 22 31 45.600627
 26.73 | 27.57 | 2018-09-13 22 32 45.668807
 26.73 | 27.57 | 2018-09-13 22 33 45.725331
 26.79 | 27.58 | 2018-09-13 22 34 45.79112
 26.79 | 27.58 | 2018-09-13 22 35 45.858653
 26.77 | 27.58 | 2018-09-13 22 36 45.921061
 26.79 | 27.58 | 2018-09-13 22 37 45.98846
 26.77 | 27.58 | 2018-09-13 22 38 46.061773
 26.77 | 27.58 | 2018-09-13 22 39 46.128016
 26.78 | 27.58 | 2018-09-13 22 40 46.186032
 26.78 | 27.59 | 2018-09-13 22 41 46.253801
 26.78 | 27.6 | 2018-09-13 22 42 46.313036
 26.77 | 27.62 | 2018-09-13 22 43 46.373247
 26.77 | 27.63 | 2018-09-13 22 44 46.442228
 26.78 | 27.64 | 2018-09-13 22 45 46.490187
 26.78 | 27.63 | 2018-09-13 22 46 46.548748
 26.77 | 27.61 | 2018-09-13 22 47 46.618952
 26.76 | 27.61 | 2018-09-13 22 48 46.672906
 26.77 | 27.61 | 2018-09-13 22 49 46.741759
 26.78 | 27.62 | 2018-09-13 22 50 46.797808
 26.76 | 27.62 | 2018-09-13 22 51 46.850747
 26.8 | 27.62 | 2018-09-13 22 52 46.912696
 26.81 | 27.62 | 2018-09-13 22 53 46.983682
 26.79 | 27.6 | 2018-09-13 22 54 47.044714
 26.8 | 27.6 | 2018-09-13 22 55 47.102138
 26.83 | 27.62 | 2018-09-13 22 56 47.162481
 26.8 | 27.63 | 2018-09-13 22 57 47.21306
 26.83 | 27.64 | 2018-09-13 22 58 47.282113
 26.79 | 27.63 | 2018-09-13 22 59 47.34914
 26.84 | 27.6 | 2018-09-13 23 0 47.395876
 26.82 | 27.62 | 2018-09-13 23 1 47.468961
 26.81 | 27.61 | 2018-09-13 23 2 47.541793
 26.79 | 27.63 | 2018-09-13 23 3 47.593642
 26.85 | 27.65 | 2018-09-13 23 4 47.661225
 26.88 | 27.63 | 2018-09-13 23 5 47.725612
 26.84 | 27.64 | 2018-09-13 23 6 47.784825
 26.81 | 27.64 | 2018-09-13 23 7 47.851765
 26.84 | 27.64 | 2018-09-13 23 8 47.915431
 26.84 | 27.66 | 2018-09-13 23 9 47.974694
 26.86 | 27.67 | 2018-09-13 23 10 48.033068
 26.87 | 27.65 | 2018-09-13 23 11 48.097549
 26.83 | 27.65 | 2018-09-13 23 12 48.150842
 26.84 | 27.66 | 2018-09-13 23 13 48.214275
 26.86 | 27.66 | 2018-09-13 23 14 48.283327
 26.87 | 27.66 | 2018-09-13 23 15 48.336032
 26.86 | 27.67 | 2018-09-13 23 16 48.399047
 26.88 | 27.66 | 2018-09-13 23 17 48.462304
 26.86 | 27.66 | 2018-09-13 23 18 48.520867
 26.87 | 27.67 | 2018-09-13 23 19 48.578969
 26.94 | 27.68 | 2018-09-13 23 20 48.642084
 26.85 | 27.67 | 2018-09-13 23 21 48.695971
 26.85 | 27.69 | 2018-09-13 23 22 48.753218
 26.87 | 27.68 | 2018-09-13 23 23 48.829254
 26.88 | 27.7 | 2018-09-13 23 24 48.891539
 26.87 | 27.69 | 2018-09-13 23 25 48.956418
 26.89 | 27.7 | 2018-09-13 23 26 49.022162
 26.86 | 27.68 | 2018-09-13 23 27 49.075035
 26.87 | 27.69 | 2018-09-13 23 28 49.138421
 26.9 | 27.7 | 2018-09-13 23 29 49.21122
 26.92 | 27.7 | 2018-09-13 23 30 49.259769
 26.94 | 27.68 | 2018-09-13 23 31 49.326897
 26.93 | 27.72 | 2018-09-13 23 32 49.401159
 26.95 | 27.7 | 2018-09-13 23 33 49.454896
 26.95 | 27.7 | 2018-09-13 23 34 49.511751
 26.93 | 27.7 | 2018-09-13 23 35 49.580016
 26.91 | 27.7 | 2018-09-13 23 36 49.633611
 26.91 | 27.71 | 2018-09-13 23 37 49.685448
 26.87 | 27.71 | 2018-09-13 23 38 49.752429
 26.92 | 27.69 | 2018-09-13 23 39 49.80653
 26.89 | 27.7 | 2018-09-13 23 40 49.857919
 26.88 | 27.72 | 2018-09-13 23 41 49.93059
 26.9 | 27.73 | 2018-09-13 23 42 49.987402
 26.88 | 27.71 | 2018-09-13 23 43 50.059407
 26.91 | 27.71 | 2018-09-13 23 44 50.132248
 26.9 | 27.73 | 2018-09-13 23 45 50.183782
 26.9 | 27.71 | 2018-09-13 23 46 50.253561
 26.92 | 27.71 | 2018-09-13 23 47 50.31908
 26.94 | 27.73 | 2018-09-13 23 48 50.369692
 26.91 | 27.72 | 2018-09-13 23 49 50.431194
 26.9 | 27.72 | 2018-09-13 23 50 50.489607
 26.93 | 27.75 | 2018-09-13 23 51 50.538303
 26.91 | 27.74 | 2018-09-13 23 52 50.540787
 26.94 | 27.75 | 2018-09-13 23 53 50.615537
 26.92 | 27.74 | 2018-09-13 23 54 50.666602
 26.93 | 27.74 | 2018-09-13 23 55 50.72949
 26.92 | 27.73 | 2018-09-13 23 56 50.803193
 26.93 | 27.76 | 2018-09-13 23 57 50.855762
 26.94 | 27.75 | 2018-09-13 23 58 50.926416
 26.94 | 27.75 | 2018-09-13 23 59 51.006397
 26.91 | 27.75 | 2018-09-14 0 0 51.054261
 26.91 | 27.75 | 2018-09-14 0 1 51.10847
 26.97 | 27.74 | 2018-09-14 0 2 51.183778
 26.96 | 27.75 | 2018-09-14 0 3 51.236539
 26.95 | 27.76 | 2018-09-14 0 4 51.298034
 26.95 | 27.75 | 2018-09-14 0 5 51.357214
 26.96 | 27.77 | 2018-09-14 0 6 51.411422
 26.97 | 27.77 | 2018-09-14 0 7 51.484443
 26.96 | 27.77 | 2018-09-14 0 8 51.548838
 26.95 | 27.77 | 2018-09-14 0 9 51.609678
 26.98 | 27.77 | 2018-09-14 0 10 51.66949
 26.96 | 27.77 | 2018-09-14 0 11 51.737878
 26.95 | 27.78 | 2018-09-14 0 12 51.785179
 26.98 | 27.77 | 2018-09-14 0 13 51.853082
 27 | 27.79 | 2018-09-14 0 14 51.926511
 26.96 | 27.79 | 2018-09-14 0 15 51.980606
 26.98 | 27.8 | 2018-09-14 0 16 52.043278
 26.98 | 27.79 | 2018-09-14 0 17 52.117714
 27 | 27.78 | 2018-09-14 0 18 52.171291
 26.98 | 27.79 | 2018-09-14 0 19 52.232659
 27 | 27.78 | 2018-09-14 0 20 52.300873
 26.96 | 27.78 | 2018-09-14 0 21 52.35295
 26.97 | 27.8 | 2018-09-14 0 22 52.413773
 26.98 | 27.8 | 2018-09-14 0 23 52.474092
 26.95 | 27.78 | 2018-09-14 0 24 52.528869
 26.96 | 27.81 | 2018-09-14 0 25 52.585704
 26.97 | 27.8 | 2018-09-14 0 26 52.653754
